Measured force F_X / N,Measured force F_Y / N,Measured force in axial direction F_Z / N,Measured moment/torque M_A / Nm,Measured moment/torque M_B / Nm,Measured moment/torque M_C / Nm,Actual TCP position X / mm,Actual TCP position Y / mm,Actual TCP position Z / mm,Actual TCP orientation A / °,Actual TCP orientation B / °,Actual TCP orientation C / °,Setpoint feed velocity Soll_v_f / mm/min,Actual feed velocity v_f / mm/min,Setpoint spindle speed Soll_n_sp / rpm,Actual spindle speed n_sp / rpm,Measured spindle torque M_sp / Nm,Measured spindle current I_sp / A,Setpoint force in axial direction Soll_F_Z / N,Measured current axis 1 I_a1 / A,Measured current axis 2 I_a2 / A,Measured current axis 3 I_a3 / A,Measured current axis 4 I_a4 / A,Measured current axis 5 I_a5 / A,Measured current axis 6 I_a6 / A,Measured moment/torque axis1 M_a1 / Nm,Measured moment/torque axis2 M_a2 / Nm,Measured moment/torque axis3 M_a3 / Nm,Measured moment/torque axis4 M_a4 / Nm,Measured moment/torque axis5 M_a5 / Nm,Measured moment/torque axis6 M_a6 / Nm
48.0,-85.0,3657.0,41.769,-2.594,-1.851,626.585,2296.965,-140.294,-90.0,0.0,0.0,1500,0.0,0,2520.008,-36997.48,5.161,0,-0.646,10.451,3.154,-0.327,-1.537,4.166,366.931,5910.36,1490.354,40.609,-211.03,321.679
-34.0,77.0,3411.0,-40.075,-3.463,-0.615,626.589,2296.967,-140.299,-90.0,0.0,0.0,1500,0.0,0,2519.894,-35940.15,5.014,0,-0.719,10.082,3.213,-0.295,-1.501,4.191,408.208,5701.371,1518.096,36.643,-205.99,323.593
65.0,-87.0,3657.0,45.502,2.886,-1.355,626.591,2296.967,-140.299,-90.0,0.0,0.0,1500,0.0,0,2519.989,-36271.32,5.06,0,-0.636,10.085,3.257,-0.29,-1.358,4.141,361.01,5703.393,1538.939,35.992,-186.353,319.727
-55.0,94.0,3348.0,-49.771,-11.479,-0.549,626.593,2296.968,-140.3,-90.0,0.0,0.0,1500,0.0,0,2520.18,-36693.65,5.119,0,-0.696,10.422,3.198,-0.266,-1.381,4.178,395.013,5893.506,1511.337,33.032,-189.626,322.636
80.0,-96.0,3668.0,50.486,10.08,-1.605,626.595,2296.968,-140.301,-90.0,0.0,0.0,1500,0.0,0,2520.161,-36095.1,5.036,0,-0.62,10.199,3.275,-0.288,-1.203,4.147,351.705,5767.775,1547.388,35.755,-165.08,320.206
-79.0,100.0,3263.0,-50.055,-16.149,-0.56,626.597,2296.97,-140.301,-90.0,0.0,0.0,1500,0.0,0,2519.989,-36796.95,5.133,0,-0.687,10.357,3.193,-0.252,-1.228,4.175,390.107,5856.933,1508.52,31.256,-168.614,322.378
-80.0,26.0,3220.0,-18.674,-47.654,-1.158,626.599,2296.97,-140.302,-90.0,0.0,0.0,1500,0.0,0,2519.875,-36863.8,5.143,0,-0.623,10.257,3.206,-0.305,-1.059,4.142,353.397,5800.304,1514.858,37.886,-145.378,319.874
-inf,-inf,-inf,-inf,-inf,-inf,626.6,2296.971,-140.303,-90.0,0.0,0.0,1500,0.0,0,2520.104,-36089.03,5.035,0,-0.682,10.338,3.181,-0.25,-1.056,4.171,386.893,5845.978,1502.887,31.078,-144.919,322.12
-inf,-inf,-inf,-inf,-inf,-inf,626.602,2296.971,-140.304,-90.0,0.0,0.0,1500,0.0,0,2519.798,-37954.55,5.295,0,-0.595,10.089,3.208,-0.305,-0.941,4.13,337.664,5705.584,1515.843,37.886,-129.145,318.88
-inf,-inf,-inf,-inf,-inf,-inf,626.602,2296.972,-140.304,-90.0,0.0,0.0,1500,0.0,0,2520.065,-36204.48,5.051,0,-0.68,10.23,3.115,-0.226,-0.958,4.163,386.047,5785.303,1471.906,28.0,-131.501,321.458
-inf,-inf,-inf,-inf,-inf,-inf,626.603,2296.973,-140.305,-90.0,0.0,0.0,1500,0.0,0,2519.665,-38325.22,5.347,0,-0.579,10.005,3.159,-0.308,-0.821,4.099,328.529,5657.719,1492.748,38.182,-112.65,316.487
-inf,-inf,-inf,-inf,-inf,-inf,626.606,2296.974,-140.305,-90.0,0.0,0.0,1500,0.0,0,2520.065,-37076.48,5.172,0,-0.653,10.183,3.1,-0.203,-0.768,4.145,370.483,5758.505,1464.724,25.159,-105.384,320.058
-inf,-inf,-inf,-inf,-inf,-inf,626.606,2296.974,-140.307,-90.0,0.0,0.0,1500,0.0,0,2519.894,-37368.16,5.213,0,-0.567,9.964,3.158,-0.295,-0.719,4.095,321.593,5634.797,1492.325,36.584,-98.708,316.192
-inf,-inf,-inf,-inf,-inf,-inf,626.606,2296.975,-140.307,-90.0,0.0,0.0,1500,0.0,0,2520.084,-37930.24,5.292,0,-0.643,10.13,3.088,-0.209,-0.704,4.138,364.901,5728.505,1458.95,25.987,-96.613,319.506
-inf,-inf,-inf,-inf,-inf,-inf,626.606,2296.975,-140.308,-90.0,0.0,0.0,1500,0.0,0,2520.065,-37538.3,5.237,0,-0.558,9.806,3.099,-0.297,-0.613,4.076,316.856,5545.471,1464.16,36.88,-84.111,314.756
-inf,-inf,-inf,-inf,-inf,-inf,626.606,2296.976,-140.308,-90.0,0.0,0.0,1500,0.0,0,2519.875,-38583.48,5.383,0,-0.622,10.012,3.039,-0.194,-0.637,4.11,353.228,5661.764,1435.854,24.034,-87.449,317.37
-inf,-inf,-inf,-inf,-inf,-inf,626.605,2296.976,-140.309,-90.0,0.0,0.0,1500,0.0,0,2519.855,-38425.48,5.361,0,-0.544,9.67,3.072,-0.323,-0.546,4.057,308.905,5468.617,1451.486,40.076,-74.882,313.283
-inf,-inf,-inf,-inf,-inf,-inf,626.603,2296.976,-140.309,-90.0,0.0,0.0,1500,0.0,0,2519.97,-37905.93,5.288,0,-0.61,9.901,2.986,-0.2,-0.652,4.079,346.461,5598.898,1410.788,24.863,-89.478,314.94
-inf,-inf,-inf,-inf,-inf,-inf,626.603,2296.977,-140.31,-90.0,0.0,0.0,1500,0.0,0,2520.161,-39376.48,5.493,0,-0.538,9.608,3.04,-0.348,-0.487,4.016,305.184,5433.224,1436.418,43.154,-66.896,310.116
-230.0,187.0,2798.0,-104.713,-73.098,-3.681,626.602,2296.978,-142.31,-90.0,0.0,0.0,1500,0.0,0,2519.684,-38288.76,5.342,0,-0.592,9.778,2.934,-0.243,-0.573,4.053,335.973,5529.291,1386.566,30.131,-78.678,312.989
227.0,-204.0,3763.0,135.404,80.794,1.338,626.601,2296.979,-142.311,-90.0,0.0,0.0,1500,0.0,0,2519.894,-39801.84,5.553,0,-0.51,9.508,2.996,-0.384,-0.428,4.021,289.451,5376.763,1415.435,47.653,-58.779,310.485
-239.0,212.0,2716.0,-128.099,-82.103,-4.048,626.598,2296.979,-142.311,-90.0,0.0,0.0,1500,0.0,0,2519.913,-39099.99,5.455,0,-0.576,9.709,2.863,-0.242,-0.64,4.039,326.668,5490.358,1352.908,30.072,-87.907,311.884
242.0,-197.0,3762.0,136.263,75.725,4.219,626.599,2296.979,-142.312,-90.0,0.0,0.0,1500,0.003,0,2519.875,-39422.05,5.5,0,-0.507,10.021,2.908,-0.381,-0.341,4.019,287.759,5666.988,1374.032,47.357,-46.801,310.337
-239.0,199.0,2921.0,-122.453,-82.194,-5.399,626.572,2296.971,-142.408,-90.0,0.0,0.0,1500,0.01,0,2519.684,-40725.48,5.682,0,-0.578,18.127,4.662,-0.188,-0.917,4.019,328.022,10250.77,2202.789,23.383,-125.937,310.337
257.0,-218.0,4153.0,130.922,80.786,1.63,626.538,2296.962,-142.49,-90.0,0.0,-0.01,1500,0.024,0,2519.932,-39455.47,5.504,0,-0.449,-2.714,5.316,-0.393,-1.774,3.995,254.602,-1534.557,2511.76,48.778,-243.496,308.496
-262.0,170.0,3228.0,-132.148,-106.228,-3.223,626.535,2296.96,-142.485,-90.0,0.0,0.0,1500,0.048,0,2520.104,-40752.83,5.685,0,-0.589,17.022,3.34,-0.191,-2.594,4.009,334.45,9625.992,1578.37,23.679,-356.08,309.564
290.0,-194.0,4269.0,134.825,97.656,0.366,626.541,2296.964,-142.565,-90.0,0.0,0.0,1500,0.082,0,2519.588,-41433.41,5.78,0,-0.487,5.982,4.411,-0.447,-1.41,3.993,276.425,3382.766,2084.073,55.467,-193.553,308.349
-276.0,161.0,3229.0,-122.732,-101.416,-3.573,626.534,2296.961,-142.634,-90.0,0.0,0.0,1500,0.131,0,2519.131,-42712.54,5.959,0,-0.614,15.761,3.181,-0.169,-2.511,4.001,348.491,8913.068,1503.169,21.015,-344.691,308.938
318.0,-266.0,4677.0,142.414,97.982,-1.044,626.544,2296.966,-142.723,-90.0,0.0,0.0,1500,0.195,0,2519.588,-50259.7,7.012,0,-0.471,6.587,4.557,-0.482,-1.183,3.989,267.628,3724.902,2153.078,59.848,-162.396,308.054
-273.0,128.0,3684.0,-131.141,-126.743,-7.574,626.532,2296.961,-142.787,-90.0,0.0,0.0,1500,0.278,0,2522.717,-67948.73,9.479,0,-0.616,17.424,3.486,-0.103,-2.76,3.988,349.506,9853.521,1647.233,12.846,-378.793,307.981
339.0,-288.0,5019.0,120.166,114.351,-7.808,626.544,2296.966,-142.865,-90.0,0.0,0.0,1500,0.382,0,2532.158,-101433.9,14.151,0,-0.516,6.949,4.622,-0.448,-1.299,4.003,293.003,3929.51,2184.2,55.586,-178.302,309.085
-300.0,91.0,3797.0,-107.851,-140.49,-16.085,626.533,2296.963,-142.922,-90.0,0.0,0.0,1500,0.508,0,2553.654,-138379.8,19.305,0,-0.695,18.409,3.705,-0.157,-2.874,4.004,394.675,10410.21,1750.881,19.535,-394.437,309.159
312.0,-211.0,5068.0,110.506,115.067,-18.215,626.545,2296.97,-142.998,-90.0,0.0,0.0,1500,0.66,0,2590.294,-178692.0,24.929,0,-0.615,7.838,4.688,-0.595,-1.267,4.025,348.999,4432.265,2215.323,73.878,-173.851,310.779
-261.0,17.0,4167.0,-74.176,-145.641,-24.391,626.534,2296.966,-143.059,-90.0,0.0,0.0,1500,0.839,0,2641.697,-217749.5,30.378,0,-0.859,18.526,3.579,-0.185,-2.693,4.037,487.719,10476.45,1691.03,22.909,-369.63,311.737
308.0,-167.0,5313.0,49.36,146.996,-24.292,626.541,2296.969,-143.13,-90.0,0.0,0.0,1500,1.047,0,2709.446,-249196.0,34.765,0,-0.974,7.785,5.457,-0.57,-1.797,4.116,552.68,4402.433,2578.511,70.799,-246.703,317.812
-122.0,-107.0,4577.0,11.739,-114.337,-27.298,626.527,2296.961,-143.179,-90.0,0.0,0.0,1500,1.288,0,2789.841,-270722.4,37.768,0,-1.028,17.296,4.536,-0.201,-3.167,4.144,583.469,9780.881,2143.361,24.981,-434.758,319.985
82.0,34.0,4887.0,-60.629,73.369,-20.777,626.535,2296.965,-143.231,-90.0,0.0,0.0,1500,1.56,0,2877.941,-275832.8,38.481,0,-0.819,10.868,5.287,-0.322,-2.315,4.271,465.05,6146.147,2498.1,39.958,-317.723,329.816
166.0,-207.0,5133.0,103.557,28.159,-27.828,626.534,2296.961,-143.291,-90.0,0.0,-0.01,1500,1.865,0,2971.325,-257566.5,35.933,0,-1.146,15.28,4.892,-0.157,-2.379,4.291,650.461,8641.045,2311.506,19.476,-326.625,331.363
-223.0,-8.0,4795.0,-109.578,-121.121,-16.754,626.535,2296.96,-143.344,-90.0,0.0,-0.01,1500,2.202,0,3058.262,-222334.3,31.017,0,-1.112,14.414,4.867,-0.089,-2.645,4.477,631.344,8151.099,2299.677,11.07,-363.084,345.687
236.0,-120.0,5247.0,72.101,105.226,-20.294,626.536,2296.959,-143.399,-90.0,0.0,-0.01,1500,2.57,0,3133.507,-169425.2,23.636,0,-1.195,11.899,5.908,-0.206,-2.448,4.576,678.205,6728.959,2791.58,25.632,-336.051,353.346
22.0,-92.0,5064.0,-7.261,-32.244,-5.029,626.535,2296.955,-143.441,-90.0,0.0,-0.01,1500,2.971,0,3188.534,-117798.3,16.434,0,-1.411,17.239,4.513,0.12,-2.695,4.701,800.853,9749.026,2132.517,-14.918,-369.957,363.03
-161.0,-57.0,4896.0,-30.37,-72.713,-4.576,626.54,2296.952,-143.497,-90.0,0.0,-0.01,1500,3.404,0,3223.171,-71214.91,9.935,0,-1.442,12.571,5.383,0.063,-2.506,4.817,818.616,7109.185,2543.445,-7.873,-343.971,371.941
292.0,-47.0,5291.0,38.856,122.656,0.314,626.541,2296.951,-143.551,-90.0,0.0,-0.01,1500,3.869,0,3237.209,-36939.75,5.153,0,-1.606,13.671,4.994,0.22,-2.284,4.992,911.66,7730.929,2359.95,-27.29,-313.534,385.491
-69.0,-92.0,5114.0,-20.576,-74.281,5.888,626.542,2296.948,-143.596,-90.0,0.0,-0.01,1500,4.366,0,3237.419,-14735.8,2.056,0,-2.055,16.568,4.105,0.729,-2.28,5.071,1166.6,9369.475,1939.727,-90.453,-313.01,391.604
-35.0,-48.0,5043.0,-12.212,-17.627,-1.136,626.537,2296.947,-143.653,-90.0,0.0,-0.01,1500,4.895,0,3225.823,-2664.596,0.372,0,-1.962,12.592,3.739,0.263,-2.343,5.124,1113.48,7121.151,1766.512,-32.677,-321.65,395.691
237.0,-42.0,5189.0,27.692,83.933,1.062,626.535,2296.943,-143.701,-90.0,0.0,-0.02,1500,5.456,0,3208.866,-8376.616,1.169,0,-2.416,15.663,2.53,0.764,-2.077,5.246,1371.296,8857.787,1195.466,-94.833,-285.126,405.118
-148.0,-65.0,5025.0,-30.373,-109.509,-1.759,626.534,2296.937,-143.752,-90.0,0.0,-0.02,1500,6.049,0,3193.035,-22404.49,3.126,0,-2.553,16.286,1.616,1.134,-1.902,5.193,1449.284,9209.699,763.695,-140.829,-261.104,401.03
105.0,-34.0,5048.0,9.746,59.258,-2.431,626.539,2296.935,-143.809,-90.0,0.0,-0.02,1500,6.674,0,3180.866,-42110.95,5.875,0,-2.327,13.516,1.696,0.681,-1.558,5.257,1321.052,7643.288,801.155,-84.533,-213.845,405.928
105.0,-61.0,5204.0,23.241,12.938,-2.803,626.55,2296.928,-143.86,-90.0,0.0,-0.02,1500,7.332,0,3177.681,-60526.14,8.444,0,-2.744,15.469,0.719,1.337,-1.131,5.277,1557.384,8747.899,339.53,-165.988,-155.196,407.474
-171.0,-21.0,4953.0,-45.543,-101.767,-2.704,626.569,2296.927,-143.908,-90.0,0.0,-0.02,1500,8.021,0,3179.569,-67626.66,9.434,0,-2.483,15.705,0.486,1.433,-0.6,5.36,1409.19,8881.214,229.686,-177.946,-82.409,413.881
163.0,-52.0,5144.0,36.913,89.343,-4.67,626.59,2296.926,-143.961,-90.0,0.01,-0.03,1500,8.742,0,3186.664,-72412.0,10.102,0,-2.552,13.27,0.453,1.154,-0.094,5.46,1448.607,7504.243,214.195,-143.197,-12.895,421.614
3.0,-90.0,5008.0,13.27,-25.407,-1.316,626.608,2296.922,-144.008,-90.0,0.01,-0.03,1500,9.496,0,3194.16,-66569.34,9.287,0,-2.666,16.494,-0.032,1.896,0.073,5.598,1513.23,9327.508,-15.209,-235.366,10.08,432.256
-147.0,-41.0,4981.0,-39.587,-69.305,-3.873,626.627,2296.917,-144.06,-90.0,0.01,-0.03,1500,10.281,0,3201.198,-59742.26,8.335,0,-2.221,13.797,0.439,1.581,0.432,5.612,1260.489,7802.559,207.295,-196.297,59.238,433.36
195.0,-81.0,5088.0,39.128,97.586,-5.006,626.639,2296.915,-144.112,-90.0,0.01,-0.04,1500,11.099,0,3204.097,-55148.34,7.694,0,-2.304,13.833,0.383,1.487,0.546,5.703,1308.026,7822.615,180.96,-184.576,75.012,440.356
-36.0,-84.0,4964.0,-19.891,-39.494,-0.047,626.65,2296.918,-144.157,-90.0,0.02,-0.04,1500,11.949,0,3204.117,-49102.1,6.85,0,-2.692,15.904,0.021,2.123,0.769,5.716,1528.117,8993.968,9.717,-263.603,105.515,441.387
-69.0,-76.0,4901.0,0.819,-32.708,-7.776,626.659,2296.924,-144.207,-90.0,0.02,-0.05,1500,12.83,0,3202.229,-49645.96,6.926,0,-2.587,14.025,0.441,1.546,0.982,5.6,1468.569,7931.323,208.281,-191.975,134.774,432.403
167.0,-52.0,5007.0,9.074,76.935,-6.418,626.665,2296.927,-144.26,-90.0,0.02,-0.05,1500,13.744,0,3199.024,-51979.38,7.252,0,-2.949,14.75,-0.252,1.873,1.194,5.629,1673.942,8341.381,-119.138,-232.525,163.902,434.686
-79.0,-71.0,4845.0,-14.633,-71.434,-5.817,626.675,2296.93,-144.309,-90.0,0.03,-0.06,1500,14.69,0,3196.754,-55449.13,7.736,0,-3.151,15.984,-0.075,2.14,1.459,5.432,1788.47,9039.137,-35.488,-265.675,200.23,419.478
27.0,-55.0,4879.0,-2.1,18.485,-3.586,626.682,2296.937,-144.365,-90.0,0.03,-0.07,1500,15.668,0,3194.332,-60346.88,8.419,0,-2.604,13.423,0.01,1.325,1.648,5.216,1477.874,7590.872,4.506,-164.508,226.216,402.798
71.0,-57.0,4916.0,9.808,26.207,-2.453,626.687,2296.935,-144.42,-90.0,0.03,-0.08,1500,16.678,0,3195.248,-61990.61,8.648,0,-2.849,14.931,-0.562,1.852,1.747,4.929,1617.101,8443.854,-265.737,-229.92,239.831,380.594
-63.0,-72.0,4895.0,-11.486,-39.139,-2.463,626.689,2296.929,-144.475,-90.0,0.04,-0.08,1500,17.709,0,3195.553,-64901.3,9.054,0,-2.713,14.326,-0.52,2.239,1.617,4.685,1540.128,8101.717,-245.881,-277.929,221.961,361.741
35.0,-45.0,4833.0,4.722,24.918,-6.493,626.691,2296.929,-144.526,-90.0,0.04,-0.09,1500,18.753,0,3196.85,-65910.02,9.195,0,-2.654,14.373,-0.184,1.919,1.587,4.539,1506.294,8127.841,-86.889,-238.267,217.837,350.51
27.0,-59.0,4932.0,3.393,13.451,-4.333,626.691,2296.928,-144.578,-90.0,0.05,-0.1,1500,19.806,0,3197.155,-67471.71,9.413,0,-3.042,15.196,-0.492,2.141,1.651,4.511,1726.892,8593.348,-232.503,-265.794,226.674,348.375
-77.0,-65.0,4904.0,-14.059,-39.689,-4.425,626.688,2296.928,-144.633,-90.0,0.05,-0.11,1500,20.867,0,3196.792,-71199.72,9.933,0,-2.762,15.054,-0.621,2.18,1.533,4.475,1568.041,8512.954,-293.339,-270.589,210.441,345.576
49.0,-47.0,4931.0,1.568,25.466,-5.246,626.688,2296.931,-144.688,-90.0,0.06,-0.13,1500,21.932,0,3195.705,-74128.65,10.342,0,-2.664,14.163,-0.461,1.58,1.671,4.594,1512.215,8009.525,-217.998,-196.178,229.358,354.745
13.0,-94.0,5045.0,8.715,-1.872,-5.154,626.689,2296.941,-144.743,-90.0,0.06,-0.14,1500,23.0,0,3195.476,-80761.27,11.267,0,-2.943,14.594,-0.509,1.798,1.87,4.787,1670.39,8252.897,-240.67,-223.172,256.718,369.658
-19.0,-76.0,4986.0,-8.352,-23.977,-5.336,626.689,2296.954,-144.791,-90.0,0.07,-0.15,1500,24.069,0,3195.152,-82812.13,11.553,0,-3.219,15.665,-0.229,1.781,1.703,4.857,1827.041,8858.63,-108.295,-221.041,233.809,375.034
44.0,-67.0,5111.0,-3.786,18.616,-5.852,626.686,2296.95,-144.845,-90.0,0.08,-0.16,1500,25.136,0,3196.048,-85355.2,11.908,0,-3.037,14.525,-0.449,1.946,1.541,4.809,1723.678,8213.796,-212.083,-241.582,211.554,371.315
10.0,-112.0,5192.0,11.365,-13.082,-5.269,626.683,2296.943,-144.895,-90.0,0.08,-0.18,1500,26.198,0,3197.765,-88569.73,12.356,0,-2.741,15.936,-0.439,2.122,1.443,4.555,1556.03,9012.17,-207.576,-263.367,198.07,351.762
-9.0,-84.0,5202.0,-15.643,-12.451,-6.137,626.683,2296.946,-144.948,-90.0,0.09,-0.19,1500,27.254,0,3198.967,-87290.6,12.178,0,-2.807,14.319,-0.092,1.738,1.484,4.317,1593.417,8097.672,-43.374,-215.713,203.699,333.388
57.0,-98.0,5307.0,8.384,22.687,-5.981,626.68,2296.95,-144.997,-89.99,0.1,-0.21,1500,28.302,0,3199.062,-90088.88,12.568,0,-2.689,15.552,-0.402,1.789,1.53,4.227,1526.425,8794.922,-190.114,-222.106,210.048,326.392
5.0,-121.0,5429.0,1.109,-13.193,-4.773,626.679,2296.943,-145.042,-89.99,0.11,-0.22,1500,29.338,0,3200.15,-90532.48,12.63,0,-2.64,16.178,-0.266,2.265,1.29,4.308,1498.681,9148.855,-125.757,-281.185,177.124,332.688
-2.0,-86.0,5393.0,-17.099,-16.548,-6.158,626.678,2296.946,-145.088,-89.99,0.11,-0.24,1500,30.361,0,3199.959,-87873.95,12.259,0,-2.821,15.761,0.064,2.061,1.268,4.511,1601.537,8913.237,30.418,-255.849,174.047,348.375
64.0,-125.0,5627.0,11.25,17.653,-5.268,626.678,2296.955,-145.136,-89.99,0.12,-0.26,1500,31.369,0,3201.198,-90736.04,12.658,0,-2.776,15.26,0.061,1.752,1.516,4.663,1575.992,8629.753,28.588,-217.548,208.084,360.084
13.0,-131.0,5628.0,-3.046,-23.496,-5.425,626.676,2296.958,-145.174,-90.0,0.13,-0.28,1500,32.369,0,3201.37,-87403.02,12.193,0,-2.791,17.391,0.23,1.971,1.092,4.511,1584.282,9834.982,108.717,-244.72,149.829,348.301
32.0,-110.0,5656.0,-13.017,0.074,-5.949,626.677,2296.96,-145.217,-89.99,0.14,-0.29,1500,33.369,0,3200.836,-89323.23,12.461,0,-2.66,16.04,0.327,2.159,1.332,4.303,1510.016,9070.653,154.626,-268.043,182.818,332.283
62.0,-148.0,5814.0,11.882,6.128,-5.271,626.676,2296.958,-145.26,-89.99,0.15,-0.31,1500,34.368,0,3200.951,-87907.38,12.264,0,-2.709,16.154,0.396,2.042,1.215,4.154,1537.591,9135.035,187.157,-253.481,166.782,320.758
11.0,-143.0,5865.0,-12.592,-17.608,-4.843,626.669,2296.964,-145.296,-89.99,0.16,-0.33,1500,35.368,0,3201.275,-86573.55,12.078,0,-2.896,17.478,0.348,2.05,0.939,4.118,1643.83,9883.69,164.625,-254.428,128.883,317.996
51.0,-133.0,5902.0,-9.582,3.47,-5.927,626.67,2296.966,-145.332,-89.99,0.17,-0.35,1500,36.368,0,3201.37,-87181.22,12.162,0,-2.682,16.722,0.713,2.152,1.097,4.303,1522.535,9456.609,336.854,-267.155,150.614,332.247
58.0,-170.0,6090.0,4.917,-0.254,-4.474,626.666,2296.965,-145.37,-89.99,0.18,-0.38,1500,37.368,0,3201.485,-85239.74,11.892,0,-2.789,16.669,0.585,2.092,0.895,4.448,1582.928,9426.609,276.581,-259.756,122.861,343.477
28.0,-152.0,6041.0,-10.373,-18.888,-5.322,626.665,2296.973,-145.399,-89.99,0.19,-0.4,1500,38.368,0,3201.065,-85254.93,11.894,0,-2.476,18.315,0.778,1.84,0.89,4.254,1405.638,10357.46,367.836,-228.44,122.141,328.491
68.0,-149.0,6112.0,-3.985,8.409,-5.381,626.663,2296.977,-145.433,-89.99,0.2,-0.42,1500,39.368,0,3200.626,-85528.38,11.932,0,-2.838,17.23,0.712,2.068,0.916,4.152,1610.672,9743.465,336.572,-256.736,125.675,320.611
57.0,-183.0,6286.0,0.714,-10.792,-3.913,626.66,2296.982,-145.468,-89.99,0.21,-0.44,1500,40.368,0,3200.951,-84711.08,11.818,0,-2.772,17.276,0.557,1.947,1.021,4.264,1573.286,9769.926,263.062,-241.76,140.141,329.301
36.0,-164.0,6273.0,-16.204,-10.042,-4.888,626.66,2296.986,-145.493,-89.99,0.23,-0.47,1500,41.368,0,3199.749,-87849.65,12.256,0,-2.68,18.378,1.06,2.102,0.751,4.481,1521.012,10393.02,500.634,-260.939,103.028,346.018
75.0,-184.0,6354.0,-1.299,6.513,-5.398,626.662,2296.983,-145.521,-89.99,0.24,-0.49,1500,42.367,0,3198.776,-88296.28,12.318,0,-2.613,17.492,1.036,2.154,0.929,4.46,1483.287,9892.117,489.368,-267.451,127.508,344.361
46.0,-193.0,6428.0,-4.478,-14.014,-4.805,626.657,2296.993,-145.547,-89.99,0.25,-0.52,1500,43.367,0,3199.52,-89347.53,12.465,0,-2.741,18.708,0.793,1.904,0.724,4.276,1555.692,10579.76,374.877,-236.373,99.428,330.221
56.0,-183.0,6434.0,-13.365,-3.755,-5.277,626.656,2296.997,-145.572,-89.99,0.26,-0.54,1500,44.367,0,3199.94,-87324.02,12.182,0,-2.711,18.35,1.25,2.089,0.769,4.078,1538.606,10377.01,590.48,-259.282,105.515,314.903
79.0,-202.0,6549.0,-2.973,0.404,-4.374,626.655,2297.0,-145.599,-89.99,0.28,-0.57,1500,45.367,0,3201.675,-86424.68,12.057,0,-2.682,17.761,1.098,1.984,0.704,4.312,1522.196,10043.97,518.941,-246.259,96.678,332.946
55.0,-214.0,6622.0,-6.958,-12.742,-4.872,626.658,2297.002,-145.619,-89.99,0.29,-0.6,1500,46.367,0,3201.656,-83975.8,11.715,0,-2.53,18.894,1.088,2.235,0.783,4.427,1436.088,10684.76,513.871,-277.455,107.544,341.857
64.0,-195.0,6582.0,-7.706,-2.707,-4.602,626.657,2297.003,-145.64,-89.99,0.3,-0.62,1500,47.367,0,3203.125,-79740.41,11.124,0,-2.655,18.415,1.33,2.155,0.594,4.268,1507.309,10413.58,628.222,-267.569,81.493,329.559
76.0,-211.0,6686.0,-5.345,-0.99,-3.453,626.658,2297.013,-145.659,-89.99,0.32,-0.65,1500,48.367,0,3202.438,-80278.18,11.199,0,-2.546,18.701,1.454,1.874,0.788,4.162,1445.393,10575.55,687.087,-232.584,108.133,321.384
55.0,-222.0,6733.0,-7.073,-14.526,-4.675,626.658,2297.016,-145.678,-89.99,0.33,-0.68,1500,49.367,0,3201.656,-79114.51,11.037,0,-2.511,19.173,1.389,2.064,0.771,4.45,1425.261,10842.51,656.527,-256.204,105.842,343.588
72.0,-212.0,6754.0,-12.026,-0.044,-5.057,626.656,2297.026,-145.699,-89.99,0.35,-0.71,1500,50.366,0,3199.463,-79476.07,11.088,0,-2.634,18.26,1.431,1.802,0.641,4.447,1495.129,10325.94,676.102,-223.764,88.038,343.404
76.0,-228.0,6810.0,-2.882,-5.11,-4.157,626.658,2297.03,-145.712,-89.99,0.36,-0.74,1500,51.366,0,3199.997,-81812.53,11.413,0,-2.596,19.508,1.296,2.148,0.762,4.183,1473.813,11031.95,612.449,-266.622,104.664,323.041
60.0,-225.0,6828.0,-9.466,-10.485,-4.524,626.657,2297.032,-145.73,-89.99,0.38,-0.77,1500,52.366,0,3199.997,-79321.12,11.066,0,-2.528,19.043,1.515,1.895,0.69,4.033,1434.904,10769.2,715.815,-235.189,94.715,311.442
80.0,-220.0,6843.0,-7.714,-0.497,-4.977,626.657,2297.038,-145.744,-89.99,0.39,-0.8,1500,53.366,0,3199.539,-80913.19,11.288,0,-2.566,19.42,1.416,2.135,0.677,4.232,1456.389,10982.07,669.061,-265.024,92.882,326.797
76.0,-239.0,6960.0,-6.357,-8.551,-4.187,626.657,2297.045,-145.762,-89.99,0.41,-0.83,1500,54.366,0,3200.76,-80174.88,11.185,0,-2.586,18.504,1.493,1.971,0.758,4.223,1467.723,10463.97,705.675,-244.66,104.075,326.134
67.0,-234.0,6924.0,-8.833,-9.575,-4.392,626.66,2297.045,-145.772,-89.99,0.42,-0.87,1500,55.366,0,3199.673,-77482.94,10.809,0,-2.583,20.048,1.657,2.252,0.642,4.104,1466.031,11337.18,782.848,-279.586,88.104,316.928
81.0,-234.0,6967.0,-8.321,-2.738,-4.465,626.655,2297.055,-145.788,-89.99,0.44,-0.9,1500,56.365,0,3201.465,-79372.77,11.073,0,-2.629,18.765,1.56,1.951,0.501,4.342,1492.253,10611.61,737.08,-242.233,68.794,335.266
